source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
PP 4,LSEC Zone 2&3 3,VEGFA,KDR,0.012468232693685705,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,PP 4.VEGFA,LSEC Zone 2&3 3.KDR,5.732622015895693e-16,0.2948241371386524,0.515,0.253,0.35769795056193493,0.13132310901900107,0.276,0.26
CV 1,LSEC Zone 2&3 3,VEGFA,KDR,0.00419091308425087,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,CV 1.VEGFA,LSEC Zone 2&3 3.KDR,2.275028990410895e-16,0.231788347037789,0.475,0.271,0.35769795056193493,0.13132310901900107,0.276,0.26
CV 2,LSEC Zone 2&3 3,VEGFA,KDR,0.00419091308425087,0,VEGFA_VEGFR2,VEGFA - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,CV 2.VEGFA,LSEC Zone 2&3 3.KDR,1.5805210905870179e-21,0.288239952522038,0.473,0.195,0.35769795056193493,0.13132310901900107,0.276,0.26
HSC/Fibroblasts,LSEC Zone 2&3 1,VEGFC,KDR,0.0039007283029177933,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,HSC/Fibroblasts.VEGFC,LSEC Zone 2&3 1.KDR,1.0117001701890277e-30,0.385092421237776,0.316,0.035,NA,NA,NA,NA
LSEC Zone 1,LSEC Zone 2&3 1,VEGFC,KDR,0.013844368649716722,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,LSEC Zone 1.VEGFC,LSEC Zone 2&3 1.KDR,3.7764611663746845e-12,0.4891531505785963,0.551,0.163,NA,NA,NA,NA
HSC/Fibroblasts,LSEC Zone 2&3 2,VEGFC,KDR,0.00419091308425087,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,HSC/Fibroblasts.VEGFC,LSEC Zone 2&3 2.KDR,1.0117001701890277e-30,0.385092421237776,0.316,0.035,NA,NA,NA,NA
LSEC Zone 1,LSEC Zone 2&3 2,VEGFC,KDR,0.014863247442078852,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,LSEC Zone 1.VEGFC,LSEC Zone 2&3 2.KDR,3.7764611663746845e-12,0.4891531505785963,0.551,0.163,NA,NA,NA,NA
HSC/Fibroblasts,LSEC Zone 2&3 3,VEGFC,KDR,0.00419091308425087,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,HSC/Fibroblasts.VEGFC,LSEC Zone 2&3 3.KDR,1.0117001701890277e-30,0.385092421237776,0.316,0.035,0.35769795056193493,0.13132310901900107,0.276,0.26
LSEC Zone 1,LSEC Zone 2&3 3,VEGFC,KDR,0.014863247442078852,0,VEGFC_VEGFR2,VEGFC - VEGFR2,VEGF,Secreted Signaling,KEGG: hsa04370; PMID: 16633338,Normal,LSEC Zone 1.VEGFC,LSEC Zone 2&3 3.KDR,3.7764611663746845e-12,0.4891531505785963,0.551,0.163,0.35769795056193493,0.13132310901900107,0.276,0.26
Endothelial Progenitor,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Endothelial Progenitor.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.3541740422495412e-5,0.284549474696971,0.41,0.139,4.61292801393517e-32,1.0033254887518979,0.977,0.921
Hepatocyte Progenitor,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Hepatocyte Progenitor.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.0194406750209863e-5,0.4974343247934301,0.504,0.038,4.61292801393517e-32,1.0033254887518979,0.977,0.921
Cholangiocytes,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Cholangiocytes.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,8.266426294591754e-10,0.3830931451583758,0.396,0.081,4.61292801393517e-32,1.0033254887518979,0.977,0.921
LSEC Zone 2&3 3,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,LSEC Zone 2&3 3.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,NA,NA,NA,NA,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 1,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 1.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.019088989953323e-20,0.3167483048224437,0.541,0.236,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 2,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 2.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.760695906657898e-13,0.2033025499762292,0.489,0.288,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 3,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 3.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.4857611115810193e-23,0.3069002267373038,0.542,0.22,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 4,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 4.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,6.78195571864684e-10,0.23550485324005976,0.459,0.248,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 5,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 5.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,4.385765395195023e-12,0.23730529507303938,0.494,0.258,4.61292801393517e-32,1.0033254887518979,0.977,0.921
IZ 6,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 6.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,2.0725304882806594e-10,0.3123867819708096,0.493,0.246,4.61292801393517e-32,1.0033254887518979,0.977,0.921
PP 1,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 1.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,4.631625212421742e-27,0.3237745021946533,0.504,0.221,4.61292801393517e-32,1.0033254887518979,0.977,0.921
PP 2,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 2.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,6.247131432031345e-40,0.34035515006528133,0.586,0.177,4.61292801393517e-32,1.0033254887518979,0.977,0.921
PP 3,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 3.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,8.534173536900508e-27,0.40916933703543745,0.513,0.134,4.61292801393517e-32,1.0033254887518979,0.977,0.921
PP 4,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.04174684201716804,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 4.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,5.732622015895693e-16,0.2948241371386524,0.515,0.253,4.61292801393517e-32,1.0033254887518979,0.977,0.921
CV 1,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 1.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,2.275028990410895e-16,0.231788347037789,0.475,0.271,4.61292801393517e-32,1.0033254887518979,0.977,0.921
CV 2,LSEC Zone 2&3 1,VEGFA,FLT1_KDR,0.014313989923023891,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 2.VEGFA,LSEC Zone 2&3 1.FLT1_KDR,1.5805210905870179e-21,0.288239952522038,0.473,0.195,4.61292801393517e-32,1.0033254887518979,0.977,0.921
Endothelial Progenitor,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Endothelial Progenitor.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.3541740422495412e-5,0.284549474696971,0.41,0.139,3.763997352290026e-24,0.7488429230530969,1,0.951
Hepatocyte Progenitor,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Hepatocyte Progenitor.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.0194406750209863e-5,0.4974343247934301,0.504,0.038,3.763997352290026e-24,0.7488429230530969,1,0.951
Cholangiocytes,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Cholangiocytes.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,8.266426294591754e-10,0.3830931451583758,0.396,0.081,3.763997352290026e-24,0.7488429230530969,1,0.951
LSEC Zone 2&3 3,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,LSEC Zone 2&3 3.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,NA,NA,NA,NA,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 1,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 1.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.019088989953323e-20,0.3167483048224437,0.541,0.236,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 2,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 2.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.760695906657898e-13,0.2033025499762292,0.489,0.288,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 3,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 3.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.4857611115810193e-23,0.3069002267373038,0.542,0.22,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 4,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 4.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,6.78195571864684e-10,0.23550485324005976,0.459,0.248,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 5,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 5.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,4.385765395195023e-12,0.23730529507303938,0.494,0.258,3.763997352290026e-24,0.7488429230530969,1,0.951
IZ 6,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 6.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,2.0725304882806594e-10,0.3123867819708096,0.493,0.246,3.763997352290026e-24,0.7488429230530969,1,0.951
PP 1,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 1.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,4.631625212421742e-27,0.3237745021946533,0.504,0.221,3.763997352290026e-24,0.7488429230530969,1,0.951
PP 2,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 2.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,6.247131432031345e-40,0.34035515006528133,0.586,0.177,3.763997352290026e-24,0.7488429230530969,1,0.951
PP 3,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 3.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,8.534173536900508e-27,0.40916933703543745,0.513,0.134,3.763997352290026e-24,0.7488429230530969,1,0.951
PP 4,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.04788890465922396,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 4.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,5.732622015895693e-16,0.2948241371386524,0.515,0.253,3.763997352290026e-24,0.7488429230530969,1,0.951
CV 1,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 1.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,2.275028990410895e-16,0.231788347037789,0.475,0.271,3.763997352290026e-24,0.7488429230530969,1,0.951
CV 2,LSEC Zone 2&3 2,VEGFA,FLT1_KDR,0.016489408011852415,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 2.VEGFA,LSEC Zone 2&3 2.FLT1_KDR,1.5805210905870179e-21,0.288239952522038,0.473,0.195,3.763997352290026e-24,0.7488429230530969,1,0.951
Endothelial Progenitor,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Endothelial Progenitor.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.3541740422495412e-5,0.284549474696971,0.41,0.139,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
Hepatocyte Progenitor,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Hepatocyte Progenitor.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.0194406750209863e-5,0.4974343247934301,0.504,0.038,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
Cholangiocytes,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,Cholangiocytes.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,8.266426294591754e-10,0.3830931451583758,0.396,0.081,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
LSEC Zone 2&3 3,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,LSEC Zone 2&3 3.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,NA,NA,NA,NA,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 1,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 1.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.019088989953323e-20,0.3167483048224437,0.541,0.236,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 2,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 2.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.760695906657898e-13,0.2033025499762292,0.489,0.288,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 3,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 3.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.4857611115810193e-23,0.3069002267373038,0.542,0.22,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 4,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 4.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,6.78195571864684e-10,0.23550485324005976,0.459,0.248,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 5,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 5.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,4.385765395195023e-12,0.23730529507303938,0.494,0.258,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
IZ 6,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,IZ 6.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,2.0725304882806594e-10,0.3123867819708096,0.493,0.246,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
PP 1,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 1.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,4.631625212421742e-27,0.3237745021946533,0.504,0.221,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
PP 2,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 2.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,6.247131432031345e-40,0.34035515006528133,0.586,0.177,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
PP 3,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 3.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,8.534173536900508e-27,0.40916933703543745,0.513,0.134,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
PP 4,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.044522638325484316,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,PP 4.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,5.732622015895693e-16,0.2948241371386524,0.515,0.253,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
CV 1,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 1.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,2.275028990410895e-16,0.231788347037789,0.475,0.271,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
CV 2,LSEC Zone 2&3 3,VEGFA,FLT1_KDR,0.015294857720858453,0,VEGFA_VEGFR1R2,VEGFA - VEGFR1R2,VEGF,Secreted Signaling,PMID: 16633338,Normal,CV 2.VEGFA,LSEC Zone 2&3 3.FLT1_KDR,1.5805210905870179e-21,0.288239952522038,0.473,0.195,0.17884897528096746,0.6236296115618291,0.625,0.5335000000000001
Endothelial Progenitor,Endothelial Progenitor,IGF1,IGF1R,0.011848484506118457,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,Endothelial Progenitor.IGF1,Endothelial Progenitor.IGF1R,1.0956555477037442e-16,0.7267299200360824,0.536,0,3.202457298089494e-14,0.624159730170278,0.73,0.228
Hepatocyte Progenitor,Endothelial Progenitor,IGF1,IGF1R,0.005681041872062495,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,Hepatocyte Progenitor.IGF1,Endothelial Progenitor.IGF1R,1.818784364679177e-5,0.6659148301755131,0.489,0.038,3.202457298089494e-14,0.624159730170278,0.73,0.228
T/NK Cells,Endothelial Progenitor,IGF1,IGF1R,0.006090910725361887,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,T/NK Cells.IGF1,Endothelial Progenitor.IGF1R,5.202886292882024e-13,0.2708749541353997,0.267,0,3.202457298089494e-14,0.624159730170278,0.73,0.228
Cholangiocytes,Endothelial Progenitor,IGF1,IGF1R,0.005423785751116483,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,Cholangiocytes.IGF1,Endothelial Progenitor.IGF1R,5.5918655669026e-17,0.3471961999841887,0.283,0,3.202457298089494e-14,0.624159730170278,0.73,0.228
IZ 1,Endothelial Progenitor,IGF1,IGF1R,0.010600665544420853,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,IZ 1.IGF1,Endothelial Progenitor.IGF1R,5.036325651522245e-66,0.7976130179768678,0.676,0.102,3.202457298089494e-14,0.624159730170278,0.73,0.228
IZ 2,Endothelial Progenitor,IGF1,IGF1R,0.01017373678992678,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,IZ 2.IGF1,Endothelial Progenitor.IGF1R,4.829144278284238e-61,0.6559681773181913,0.523,0.073,3.202457298089494e-14,0.624159730170278,0.73,0.228
IZ 3,Endothelial Progenitor,IGF1,IGF1R,0.011362465731668108,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,IZ 3.IGF1,Endothelial Progenitor.IGF1R,2.9081736877390044e-69,0.8273440785037123,0.59,0.048,3.202457298089494e-14,0.624159730170278,0.73,0.228
IZ 5,Endothelial Progenitor,IGF1,IGF1R,0.003845284254667315,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,IZ 5.IGF1,Endothelial Progenitor.IGF1R,7.136950458844658e-34,0.538847991201752,0.416,0.023,3.202457298089494e-14,0.624159730170278,0.73,0.228
IZ 6,Endothelial Progenitor,IGF1,IGF1R,0.01453116155332645,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,IZ 6.IGF1,Endothelial Progenitor.IGF1R,4.252087586112226e-34,0.8112999875377973,0.569,0.054,3.202457298089494e-14,0.624159730170278,0.73,0.228
PP 1,Endothelial Progenitor,IGF1,IGF1R,0.014814039778563602,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,PP 1.IGF1,Endothelial Progenitor.IGF1R,8.675474345048335e-89,0.8856169507258786,0.69,0.173,3.202457298089494e-14,0.624159730170278,0.73,0.228
PP 2,Endothelial Progenitor,IGF1,IGF1R,0.025855961712152938,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,PP 2.IGF1,Endothelial Progenitor.IGF1R,7.088307695040863e-106,0.9742161265825006,0.778,0.136,3.202457298089494e-14,0.624159730170278,0.73,0.228
PP 3,Endothelial Progenitor,IGF1,IGF1R,0.027862495040344645,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,PP 3.IGF1,Endothelial Progenitor.IGF1R,2.3525846626364627e-59,0.9867041376054994,0.773,0.212,3.202457298089494e-14,0.624159730170278,0.73,0.228
PP 4,Endothelial Progenitor,IGF1,IGF1R,0.012948983104509962,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,PP 4.IGF1,Endothelial Progenitor.IGF1R,9.568019926822364e-67,0.9022758077697101,0.692,0.104,3.202457298089494e-14,0.624159730170278,0.73,0.228
CV 1,Endothelial Progenitor,IGF1,IGF1R,0.002549089215256813,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,CV 1.IGF1,Endothelial Progenitor.IGF1R,4.214638758866441e-51,0.5046922030561385,0.425,0.05,3.202457298089494e-14,0.624159730170278,0.73,0.228
CV 2,Endothelial Progenitor,IGF1,IGF1R,0.0024028700156761193,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,CV 2.IGF1,Endothelial Progenitor.IGF1R,1.353728299958604e-23,0.3047235383066328,0.27,0.027,3.202457298089494e-14,0.624159730170278,0.73,0.228
Endothelial Progenitor,Hepatocyte Progenitor,IGF1,IGF1R,0.0030234850938477154,0,IGF1_IGF1R,IGF1 - IGF1R,IGF,Secreted Signaling,PMID: 14604834,Normal,Endothelial Progenitor.IGF1,Hepatocyte Progenitor.IGF1R,1.0956555477037442e-16,0.7267299200360824,0.536,0,0.01763960606187182,0.21181198530465983,0.254,0.038
