source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,source.ligand,target.receptor,ligand.pvalues,ligand.logFC,ligand.pct.1,ligand.pct.2,receptor.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2
HSC/Fibroblasts,T/NK Cells,COL1A2,ITGA1_ITGB1,0.00290106430668167,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,T/NK Cells.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
HSC/Fibroblasts,Kupffer Cells,COL1A2,ITGA1_ITGB1,0.00290106430668167,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,Kupffer Cells.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
HSC/Fibroblasts,HSC/Fibroblasts,COL1A2,ITGA1_ITGB1,0.008358240458864004,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,HSC/Fibroblasts.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
HSC/Fibroblasts,Cholangiocytes,COL1A2,ITGA1_ITGB1,0.007639022710734682,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,Cholangiocytes.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
HSC/Fibroblasts,Portal Endothelial,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,Portal Endothelial.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,2.824097638003519e-43,0.4516038328670117,54.39814814814815,13.588850174216027
HSC/Fibroblasts,LSEC Zone 1,COL1A2,ITGA1_ITGB1,0.005014142108883698,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,LSEC Zone 1.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,9.941764569371648e-7,0.23377813693673516,43.57798165137615,19.821428571428573
HSC/Fibroblasts,LSEC Zone 2&3 1,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,LSEC Zone 2&3 1.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,1.468744518949986e-26,0.5090426149316578,57.67634854771784,10.68840579710145
HSC/Fibroblasts,LSEC Zone 2&3 2,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,LSEC Zone 2&3 2.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,1.472212579826708e-43,0.5134223753343612,67.82407407407408,21.149425287356323
HSC/Fibroblasts,LSEC Zone 2&3 3,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,LSEC Zone 2&3 3.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,3.650339096832796e-29,0.4955150170519341,63.777089783281724,19.333333333333332
HSC/Fibroblasts,IZ 1,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 1.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,5.363868671629668e-35,0.407763235294639,65.27131782945736,24.666666666666664
HSC/Fibroblasts,IZ 2,COL1A2,ITGA1_ITGB1,0.010675455345360595,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 2.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,1.7460641583618878e-15,0.3781611480252226,66.50246305418719,30.67528735632184
HSC/Fibroblasts,IZ 3,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 3.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,3.1829596244330673e-10,0.34195285501702055,61.38059701492538,33.985102420856606
HSC/Fibroblasts,IZ 4,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 4.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,4.080252927632035e-21,0.38420382116291396,61.350844277673545,25.213675213675216
HSC/Fibroblasts,IZ 5,COL1A2,ITGA1_ITGB1,0.009978251845018243,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 5.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,8.813302262310006e-7,0.33280066194735536,62.36786469344608,39.093484419263454
HSC/Fibroblasts,IZ 6,COL1A2,ITGA1_ITGB1,0.013841792894298561,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,IZ 6.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,2.2854268080029386e-22,0.5463848494106398,75.30864197530863,42.83216783216783
HSC/Fibroblasts,PP 1,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,PP 1.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,5.403364051269672e-28,0.3903367629489358,68.94882434301522,31.788617886178862
HSC/Fibroblasts,PP 2,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,PP 2.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,3.1261636392078304e-7,0.2831766349542978,65.2542372881356,41.264367816091955
HSC/Fibroblasts,PP 3,COL1A2,ITGA1_ITGB1,0.013498916800653165,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,PP 3.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,8.017418299119087e-5,0.31513999951126004,74.43384982121574,50.36764705882352
HSC/Fibroblasts,PP 4,COL1A2,ITGA1_ITGB1,0.0103227946441678,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,PP 4.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,1.6284537736417887e-7,0.3590882290267474,68.18181818181819,39.34426229508197
HSC/Fibroblasts,CV 1,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,CV 1.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,7.033678095802086e-30,0.3418594846501629,58.95522388059702,24.529914529914528
HSC/Fibroblasts,CV 2,COL1A2,ITGA1_ITGB1,0.009451436298927491,0,COL1A2_ITGA1_ITGB1,COL1A2 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL1A2,CV 2.ITGA1_ITGB1,1.4279753482314588e-6,0.1407418868448665,44.076655052264805,31.585677749360613,4.507719434788609e-12,0.24114806530983765,57.96511627906977,35.526315789473685
Endothelial Progenitor,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.0103227946441678,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
HSC/Fibroblasts,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.04005086792203174,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
Cholangiocytes,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.0103227946441678,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Cholangiocytes.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,8.788201860500914e-9,0.26564348141695066,26.984126984126984,5.729166666666666,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
Portal Endothelial,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.04005086792203174,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
LSEC Zone 1,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.0103227946441678,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 1.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,5.611504118406762e-4,0.21683661856995004,40.36697247706422,22.857142857142858,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
LSEC Zone 2&3 1,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.04005086792203174,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
LSEC Zone 2&3 2,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.06046402043585553,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
LSEC Zone 2&3 3,Endothelial Progenitor,COL4A1,ITGA1_ITGB1,0.0634187753475459,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,Endothelial Progenitor.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,8.359211246297873e-13,0.4946887632217299,67.32954545454545,19.07894736842105
Endothelial Progenitor,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.009451436298927491,0.01,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
HSC/Fibroblasts,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.03676334592915542,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
Portal Endothelial,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.03676334592915542,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
LSEC Zone 2&3 1,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.03676334592915542,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
LSEC Zone 2&3 2,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.05559795804167655,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
LSEC Zone 2&3 3,Hepatocyte Progenitor,COL4A1,ITGA1_ITGB1,0.058329681409028514,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,Hepatocyte Progenitor.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,1.038192926515671e-9,0.42561721904841027,59.96835443037975,15.584415584415584
Endothelial Progenitor,T/NK Cells,COL4A1,ITGA1_ITGB1,0.00290106430668167,0.01,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,T/NK Cells.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
HSC/Fibroblasts,T/NK Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,T/NK Cells.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
Portal Endothelial,T/NK Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,T/NK Cells.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
LSEC Zone 2&3 1,T/NK Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,T/NK Cells.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
LSEC Zone 2&3 2,T/NK Cells,COL4A1,ITGA1_ITGB1,0.017634856593406602,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,T/NK Cells.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
LSEC Zone 2&3 3,T/NK Cells,COL4A1,ITGA1_ITGB1,0.018537932895373612,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,T/NK Cells.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,6.492078282759034e-9,0.2723413526727197,38.19444444444444,13.31360946745562
Endothelial Progenitor,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.00290106430668167,0.01,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,Kupffer Cells.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
HSC/Fibroblasts,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,Kupffer Cells.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
Portal Endothelial,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,Kupffer Cells.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
LSEC Zone 2&3 1,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.011504134524581102,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,Kupffer Cells.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
LSEC Zone 2&3 2,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.017634856593406602,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,Kupffer Cells.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
LSEC Zone 2&3 3,Kupffer Cells,COL4A1,ITGA1_ITGB1,0.018537932895373612,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,Kupffer Cells.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,9.81230788997794e-7,0.1559982179321916,27.176220806794056,10.829493087557605
Endothelial Progenitor,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.008358240458864004,0.01,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
HSC/Fibroblasts,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.032615146133501624,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
Portal Endothelial,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.032615146133501624,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
LSEC Zone 2&3 1,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.032615146133501624,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
LSEC Zone 2&3 2,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.049433617196493994,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
LSEC Zone 2&3 3,HSC/Fibroblasts,COL4A1,ITGA1_ITGB1,0.05187910276079114,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,HSC/Fibroblasts.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,9.484235627031721e-32,0.5927248834700662,68.29268292682927,36.253196930946295
Endothelial Progenitor,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.007639022710734682,0.01,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Endothelial Progenitor.COL4A1,Cholangiocytes.ITGA1_ITGB1,3.924655255011372e-9,0.3673904444898549,44.88636363636363,9.210526315789473,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
HSC/Fibroblasts,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.02987152311255558,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,HSC/Fibroblasts.COL4A1,Cholangiocytes.ITGA1_ITGB1,9.33013782414761e-14,0.285207742886469,67.59581881533101,49.36061381074169,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
Portal Endothelial,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.02987152311255558,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,Portal Endothelial.COL4A1,Cholangiocytes.ITGA1_ITGB1,1.4193819398467797e-33,0.5929022582705756,57.870370370370374,27.00348432055749,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
LSEC Zone 2&3 1,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.02987152311255558,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 1.COL4A1,Cholangiocytes.ITGA1_ITGB1,1.2062380033473567e-38,0.6395646389572988,64.73029045643153,16.666666666666664,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
LSEC Zone 2&3 2,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.04534151677549218,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 2.COL4A1,Cholangiocytes.ITGA1_ITGB1,1.0424746530768764e-42,0.6130251457701326,81.01851851851852,34.71264367816092,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
LSEC Zone 2&3 3,Cholangiocytes,COL4A1,ITGA1_ITGB1,0.047594701723884816,0,COL4A1_ITGA1_ITGB1,COL4A1 - (ITGA1+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512,Normal,LSEC Zone 2&3 3.COL4A1,Cholangiocytes.ITGA1_ITGB1,1.3074446545228374e-52,0.8572608839326799,80.4953560371517,21.666666666666668,1.267318647571388e-10,0.41402944916530804,58.73015873015873,31.640625
